candidate_district_checked,candidate_id_checked,Name,candidate_office_checked,candidate_party_checked,candidate_state_checked,candidate_url,Sector,committee_url,date_signed_formatted,district_checked,election_code,election_other_description,Growth of $1 during Run,expenditure_date_formatted,expenditure_purpose_code,expenditure_purpose_descrip,filer_committee_id_number,form_type,memo_code,memo_text_description,payee_city,payee_name_simplified,payee_organization_name,payee_state,payee_street_1,payee_street_2,payee_zip,race_url,short_office,superceded_by_amendment,support_oppose_checked,transaction_id,,,,
0,S4CO00395,Fidelity National Information Services,S,R,CO,/candidate/2014/gardner-cory/S4CO00395/,Information Technology,/committee/2014/ending-spending-inc/C90014697/,,992,G2014,,12,2014-10-29,,telephone calls,C90014697,F57,,,Washington,DDC Advocacy,DDC Advocacy,DC,"805 15th Street, N.W.",Suite 300,20005,/race_id/992/,CO (Sen.),FALSE,S,F57.4158,,,,
0,S4CO00395,Equinix,S,R,CO,/candidate/2014/gardner-cory/S4CO00395/,Real Estate,/committee/2014/ending-spending-inc/C90014697/,,992,G2014,,66,2014-10-29,,online advertising,C90014697,F57,,,Washington,DDC Advocacy,DDC Advocacy,DC,"805 15th Street, N.W.",Suite 300,20005,/race_id/992/,CO (Sen.),FALSE,S,F57.4157,,,,
0,S4CO00395,TE Connectivity Ltd.,S,R,CO,/candidate/2014/gardner-cory/S4CO00395/,Information Technology,/committee/2014/ending-spending-inc/C90014697/,,992,G2014,,13,2014-10-29,,media placement,C90014697,F57,,,Towson,"Mentzer Media Services, Inc.","Mentzer Media Services, Inc.",MD,600 Fairmount Avenue,Suite 306,21286,/race_id/992/,CO (Sen.),FALSE,S,F57.4159,,,,
52,H2CA52089,Williams Cos.,H,D,CA,/candidate/2014/peters-scott/H2CA52089/,Energy,/committee/2014/us-chamber-of-commerce/C90013145/,,610,G2014,,18,2014-10-29,,"TV and Digital advertisement Invest supporting Scott Peters, 10/30 - 11/4.",C90013145,F57,,,Chicago,"Adelstein , Liston","Adelstein , Liston",IL,222 W. Ontario Street Suite 600,,60654,/race/2014/H/CA/52/,CA-52,FALSE,S,57538744,,,,
12,H4GA12010,Franklin Resources,H,D,GA,/candidate/2014/barrow-john-j/H4GA12010/,Financials,/committee/2014/us-chamber-of-commerce/C90013145/,,660,G2014,,22,2014-10-29,,"TV and Digital advertisement Independent supporting John Barrow, 10/30 - 11/4.",C90013145,F57,,,Chicago,"Adelstein , Liston","Adelstein , Liston",IL,222 W. Ontario Street Suite 600,,60654,/race/2014/H/GA/12/,GA-12,FALSE,S,57538746,,,,
0,S4NH00120,PACCAR Inc.,S,R,NH,/candidate/2014/brown-scott/S4NH00120/,Industrials,/committee/2014/us-chamber-of-commerce/C90013145/,,1040,G2014,,20,2014-10-29,,"TV and Digital Advertisement Vote for Scott Brown TV 15, 10/29 - 11/4.",C90013145,F57,,,Alexandria,Revolution Agency,Revolution Agency,VA,1020 Princess Street,,22314,/race_id/1040/,NH (Sen.),FALSE,S,57538561,,,,
,S6KS00080,Zimmer Biomet Holdings,S,R,KS,/candidate/2014/roberts-pat/S6KS00080/,Health Care,/committee/2014/us-chamber-of-commerce/C90013145/,,1012,G2014,,81,2014-10-29,,"TV and Digital Advertisement Tested supporting Pat Roberts, 10/29 - 11/4.",C90013145,F57,,,Alexandria,Revolution Agency,Revolution Agency,VA,1020 Princess Street,,22314,/race_id/1012/,KS (Sen.),FALSE,S,57538560,,,,
,S4IA00129,Newell Brands,S,R,IA,/candidate/2014/ernst-joni-k/S4IA00129/,Consumer Discretionary,/committee/2014/us-chamber-of-commerce/C90013145/,,1004,G2014,,12,2014-10-29,,TV and Digital Advertisement Vote for Ernst TV 15 supporting Joni Ernst 10/30 - 11/4.,C90013145,F57,,,Alexandria,Revolution Agency,Revolution Agency,VA,1020 Princess Street,,22314,/race_id/1004/,IA (Sen.),FALSE,S,57538739,,,,
,S6KS00080,Vornado Realty Trust,S,R,KS,/candidate/2014/roberts-pat/S6KS00080/,Real Estate,/committee/2014/national-rifle-association-institute-for-legislative-action/C90013301/,,1012,G2014,,77,2014-10-29,,TV Advertising,C90013301,F57,,,Alexandria,Starboard Stragegic,Starboard Stragegic,VA,817 Slaters Lane,,22314,/race_id/1012/,KS (Sen.),FALSE,S,F57.5876,,,,
0,S4IA00087,Alphabet Inc Class C,S,D,IA,/candidate/2014/braley-bruce-l/S4IA00087/,Information Technology,/committee/2014/working-america/C90011156/,,1004,G2014,,80,2014-10-28,,Communications Consulting,C90011156,F57,,,Washington,"New Partners Consulting, Inc.","New Partners Consulting, Inc.",DC,1250 I St NW,Ste 200,200055994,/race_id/1004/,IA (Sen.),FALSE,S,VN7CZ9XG9E9,,,,
9,H2AZ09019,Verizon Communications,H,D,AZ,/candidate/2014/sinema-kyrsten/H2AZ09019/,Telecommunications Services,/committee/2014/center-forward/C90012998/,,562,G2014,,101,2014-10-28,,Online video production  placement,C90012998,F57,,,Oakland,Universal Strategies,Universal Strategies,CA,6114 La Salle Ave,,946112802,/race/2014/H/AZ/09/,AZ-09,FALSE,S,VN7DQ9XH4Z9,,,,
18,H2FL22072,Merck & Co.,H,D,FL,/candidate/2014/murphy-patrick/H2FL22072/,Health Care,/committee/2014/center-forward/C90012998/,,639,G2014,,99,2014-10-28,,Online video production  placement,C90012998,F57,,,Washington,Ralston Lapp Media,Ralston Lapp Media,DC,1054 31st St NW,Ste 430,200076042,/race/2014/H/FL/18/,FL-18,FALSE,S,VN7DQ9XH4M2,,,,
,S6KS00080,Home Depot,S,R,KS,/candidate/2014/roberts-pat/S6KS00080/,Consumer Discretionary,/committee/2014/alliance-for-a-free-society-inc/C90015231/,,1012,G2014,,5,2014-10-28,,Placement for TV Advertising ('Most Important'),C90015231,F57,,,Wichita,"The Media Source, Inc.","The Media Source, Inc.",KS,P.O. Box 17588,,67217,/race_id/1012/,KS (Sen.),FALSE,S,F57.4110,,,,
2,H4AR02141,Sherwin-Williams,H,R,AR,/candidate/2014/hill-james-french/H4AR02141/,Materials,/committee/2014/national-rifle-association-institute-for-legislative-action/C90013301/,,550,G2014,,84,2014-10-28,,TV Advertising,C90013301,F57,,,Alexandria,Starboard Stragegic,Starboard Stragegic,VA,817 Slaters Lane,,22314,/race/2014/H/AR/02/,AR-02,FALSE,S,F57.5829,,,,
0,S4CO00395,Prologis,S,R,CO,/candidate/2014/gardner-cory/S4CO00395/,Real Estate,/committee/2014/ending-spending-inc/C90014697/,,992,G2014,,53,2014-10-28,,telephone calls,C90014697,F57,,,Washington,DDC Advocacy,DDC Advocacy,DC,"805 15th Street, N.W.",Suite 300,20005,/race_id/992/,CO (Sen.),FALSE,S,F57.4136,,,,
,S2KY00012,Consolidated Edison,S,R,KY,/candidate/2014/mcconnell-mitch/S2KY00012/,Utilities,/committee/2014/us-chamber-of-commerce/C90013145/,,1014,G2014,,29,2014-10-28,,"TV and Digital advertisement us supporting Mitch McConnell, 10/28 - 11/3.",C90013145,F57,,,Easley,Something Else Strategies,Something Else Strategies,SC,212 Golden Willow Ct.,,29642,/race_id/1014/,KY (Sen.),FALSE,S,57538403,,,,
,S4MI00355,Amphenol Corp,S,D,MI,/candidate/2014/peters-gary/S4MI00355/,Information Technology,/committee/2014/humane-society-legislative-fund/C90009358/,,1025,G2014,,95,2014-10-28,,TV Advertisement buy and production,C90009358,F57,,,St Michaels,Joe Trippi  Associates,Joe Trippi  Associates,MD,606A N. Talbot Street,Ste. #203,216632110,/race_id/1025/,MI (Sen.),FALSE,S,AD0C017DF96344AE4B8E,,,,
,S8OR00207,Roper Industries,S,D,OR,/candidate/2014/merkley-jeffrey-alan/S8OR00207/,Industrials,/committee/2014/humane-society-legislative-fund/C90009358/,,1054,G2014,,85,2014-10-28,,"Production, printing, and postage for mailer",C90009358,F57,,,Riverside,Candidate Command,Candidate Command,MO,1831 NW Vivion,Ste. 101,641509405,/race_id/1054/,OR (Sen.),FALSE,S,A7F02CE7FE09C4F79A1D,,,,
,S6KS00080,Ameriprise Financial,S,R,KS,/candidate/2014/roberts-pat/S6KS00080/,Financials,/committee/2014/national-rifle-association-institute-for-legislative-action/C90013301/,,1012,G2014,,117,2014-10-28,,TV Advertising,C90013301,F57,,,Alexandria,Starboard Stragegic,Starboard Stragegic,VA,817 Slaters Lane,,22314,/race_id/1012/,KS (Sen.),FALSE,S,F57.5851,,,,
0,S4CO00395,AmerisourceBergen Corp,S,R,CO,/candidate/2014/gardner-cory/S4CO00395/,Health Care,/committee/2014/ending-spending-inc/C90014697/,,992,G2014,,35,2014-10-28,,media placement,C90014697,F57,,,Alexandria,Red Eagle Media Group,Red Eagle Media Group,VA,815 Slaters Lane,,22314,/race_id/992/,CO (Sen.),FALSE,S,F57.4139,,,,
,S4MI00355,Alphabet Inc Class A,S,D,MI,/candidate/2014/peters-gary/S4MI00355/,Information Technology,/committee/2014/michigan-for-all/C90015009/,,1025,G2014,,51,2014-10-27,,Canvassing Program,C90015009,F57,,,Minneapolis,GRSC Consulting,GRSC Consulting,MN,"2828 University Ave., SE  #150",,55414,/race_id/1025/,MI (Sen.),FALSE,S,F57.4149,,,,
52,H2CA52089,Coca Cola Company,H,D,CA,/candidate/2014/peters-scott/H2CA52089/,Consumer Staples,/committee/2014/center-forward/C90012998/,,610,G2014,,24,2014-10-27,,Online video production  placement,C90012998,F57,,,Oakland,Universal Strategies,Universal Strategies,CA,6114 La Salle Ave,,946112802,/race/2014/H/CA/52/,CA-52,FALSE,S,VN7DQ9XF9S6,,,,
,S4SD00056,Gilead Sciences,S,D,SD,/candidate/2014/weiland-richard-paul/S4SD00056/,Health Care,/committee/2014/planned-parenthood-of-mn-action-fund/C90007543/,,1062,G2014,,107,2014-10-27,,Women 1 Mailer,C90007543,F57,,,Alexandria,Mack-Sumner Communications LLC,Mack-Sumner Communications LLC,VA,2001 N. Beauregard St.,Suite 420,22311,/race_id/1062/,SD (Sen.),FALSE,S,F57.000007,,,,
,S4SD00056,Union Pacific,S,D,SD,/candidate/2014/weiland-richard-paul/S4SD00056/,Industrials,/committee/2014/planned-parenthood-of-mn-action-fund/C90007543/,,1062,G2014,,116,2014-10-27,,Women 2 Mailer,C90007543,F57,,,Alexandria,Mack-Sumner Communications LLC,Mack-Sumner Communications LLC,VA,2001 Beauregard St.,Suite 420,22311,/race_id/1062/,SD (Sen.),FALSE,S,F57.000006,,,,
,S4SD00056,Broadcom,S,D,SD,/candidate/2014/weiland-richard-paul/S4SD00056/,Information Technology,/committee/2014/planned-parenthood-of-mn-action-fund/C90007543/,,1062,C2014,Convention,20,2014-10-27,,Digital advertising campaign,C90007543,F57,,,Alexandria,Mack-Sumner Communications,Mack-Sumner Communications,VA,2001 N. Beauregard St.,Suite 420,22311,/race_id/1062/,SD (Sen.),FALSE,S,F57.000005,,,,
1,H0AZ01325,Mondelez International,H,R,AZ,/candidate/2014/tobin-andrew-m/H0AZ01325/,Consumer Staples,/committee/2014/independent-insurance-agents-brokers-of-america-inc/C90015249/,,554,G2014,,116,2014-10-27,,"Direct mail production, postage, and strategy consulting",C90015249,F57,,,Washington,Prevail Strategies,Prevail Strategies,DC,"400 First Street SE, Second Floor",,20003,/race/2014/H/AZ/01/,AZ-01,FALSE,S,F57.4108,,,,
1,H8NY01148,Kinder Morgan,H,R,NY,/candidate/2014/zeldin-lee-michael/H8NY01148/,Energy,/committee/2014/nea-advocacy-fund/C00489815/,,816,G2014,,120,2014-10-27,,"Design, printing and postage for mail",C00489815,SE,, ,Washington,Gumbinner Davies and Simpson,Gumbinner Davies and Simpson,DC,2001 S Street Suite 301,,20009,/race/2014/H/NY/01/,NY-01,FALSE,S,B538412,,,,
0,S4GA11285,Raytheon Co.,S,R,GA,/candidate/2014/perdue-david/S4GA11285/,Industrials,/committee/2014/the-60-plus-association/C90011685/,,1000,G2014,,14,2014-10-27,,Telephone Voter Contact,C90011685,F57,,,Arlington,Advantage Direct c/o Advantage Inc.,Advantage Direct c/o Advantage Inc.,VA,2300 Clarendon Boulevard,Suite 303,22201,/race_id/1000/,GA (Sen.),FALSE,S,F57.4449,,,,
,S4NC00162,CSX Corp.,S,R,NC,/candidate/2014/tillis-thom-r/S4NC00162/,Industrials,/committee/2014/the-60-plus-association/C90011685/,,1034,G2014,,59,2014-10-27,,Telephone Voter Contact,C90011685,F57,,,Arlington,Advantage Direct c/o Advantage Inc.,Advantage Direct c/o Advantage Inc.,VA,2300 Clarendon Boulevard,Suite 303,22201,/race_id/1034/,NC (Sen.),FALSE,S,F57.4445,,,,
0,S4NH00120,Delta Air Lines,S,R,NH,/candidate/2014/brown-scott/S4NH00120/,Industrials,/committee/2014/reinventing-a-new-direction-randpac/C00493924/,,1040,G2014,,111,2014-10-27,,INTERNET MEDIA,C00493924,SE,, ,FALMOUTH,"SABER COMMUNICATIONS, INC.","SABER COMMUNICATIONS, INC.",VA,101 WASHINGTON ST,,224052361,/race_id/1040/,NH (Sen.),FALSE,S,SE24.7291_H,,,,
,S2KY00012,The Travelers Companies Inc.,S,R,KY,/candidate/2014/mcconnell-mitch/S2KY00012/,Financials,/committee/2014/reinventing-a-new-direction-randpac/C00493924/,,1014,G2014,,40,2014-10-27,,INTERNET MEDIA,C00493924,SE,, ,FALMOUTH,"SABER COMMUNICATIONS, INC.","SABER COMMUNICATIONS, INC.",VA,101 WASHINGTON ST,,224052361,/race_id/1014/,KY (Sen.),FALSE,S,SE24.7291_G,,,,
,S6KS00080,"S&P Global, Inc.",S,R,KS,/candidate/2014/roberts-pat/S6KS00080/,Financials,/committee/2014/reinventing-a-new-direction-randpac/C00493924/,,1012,G2014,,66,2014-10-27,,MEDIA,C00493924,SE,, ,DELAWARE,STRATEGIC MEDIA PLACEMENT INC.,STRATEGIC MEDIA PLACEMENT INC.,OH,7669 STAGERS LOOP,,432157010,/race_id/1012/,KS (Sen.),FALSE,S,SE24.7316,,,,
,S4IA00129,PG&E Corp.,S,R,IA,/candidate/2014/ernst-joni-k/S4IA00129/,Utilities,/committee/2014/reinventing-a-new-direction-randpac/C00493924/,,1004,G2014,,70,2014-10-27,,INTERNET MEDIA,C00493924,SE,, ,FALMOUTH,"SABER COMMUNICATIONS, INC.","SABER COMMUNICATIONS, INC.",VA,101 WASHINGTON ST,,224052361,/race_id/1004/,IA (Sen.),FALSE,S,SE24.7291_B,,,,
,S4NC00162,Exelon Corp.,S,R,NC,/candidate/2014/tillis-thom-r/S4NC00162/,Utilities,/committee/2014/reinventing-a-new-direction-randpac/C00493924/,,1034,G2014,,75,2014-10-27,,INTERNET MEDIA,C00493924,SE,, ,FALMOUTH,"SABER COMMUNICATIONS, INC.","SABER COMMUNICATIONS, INC.",VA,101 WASHINGTON ST,,224052361,/race_id/1034/,NC (Sen.),FALSE,S,SE24.7291_A,,,,
,S4NC00162,Mylan N.V.,S,R,NC,/candidate/2014/tillis-thom-r/S4NC00162/,Health Care,/committee/2014/us-chamber-of-commerce/C90013145/,,1034,G2014,,34,2014-10-27,,"TV Advertisement Randy Owen Tillis Endorsement supporting Thom Tillis, 10/27 - 11/4.",C90013145,F57,,,Alexandria,Revolution Agency,Revolution Agency,VA,1020 Princess Street,,22314,/race_id/1034/,NC (Sen.),FALSE,S,57538355,,,,
,S8AK00090,Delphi Automotive,S,D,AK,/candidate/2014/begich-mark/S8AK00090/,Consumer Discretionary,/committee/2014/patriot-majority-usa/C90012956/,,982,G2014,,105,2014-10-27,,Direct Mail of 'Alaska Community',C90012956,F57,,,San Francisco,Ambrosino Muir Hansen  Crounse,Ambrosino Muir Hansen  Crounse,CA,500 Sansome St,Ste 404,941113218,/race_id/982/,AK (Sen.),FALSE,S,VN7C19XFDM0,,,,
0,S4CO00395,Kroger Co.,S,R,CO,/candidate/2014/gardner-cory/S4CO00395/,Consumer Staples,/committee/2014/ending-spending-inc/C90014697/,,992,G2014,,93,2014-10-26,,telephone calls,C90014697,F57,,,Washington,DDC Advocacy,DDC Advocacy,DC,"805 15th Street, N.W.",Suite 300,20005,/race_id/992/,CO (Sen.),FALSE,S,F57.4131,,,,
0,S4CO00395,Wec Energy Group Inc,S,R,CO,/candidate/2014/gardner-cory/S4CO00395/,Utilities,/committee/2014/ending-spending-inc/C90014697/,,992,G2014,,105,2014-10-26,,online advertising,C90014697,F57,,,Washington,DDC Advocacy,DDC Advocacy,DC,"805 15th Street, N.W.",Suite 300,20005,/race_id/992/,CO (Sen.),FALSE,S,F57.4132,,,,
,S6LA00227,The Walt Disney Company,S,D,LA,/candidate/2014/landrieu-mary-l/S6LA00227/,Consumer Discretionary,/committee/2014/patriot-majority-usa/C90012956/,,1016,G2014,,66,2014-10-25,,Telephone Calls for 'Louisiana Now',C90012956,F57,,,Washington,Switchboard Communications LLC,Switchboard Communications LLC,DC,888 16th St NW,Ste 650,200064112,/race_id/1016/,LA (Sen.),FALSE,S,VN7C19XABD2,,,,
,S8AK00090,PepsiCo Inc.,S,D,AK,/candidate/2014/begich-mark/S8AK00090/,Consumer Staples,/committee/2014/patriot-majority-usa/C90012956/,,982,G2014,,28,2014-10-25,,Voter Outreach for 'Early Vote for Begich',C90012956,F57,,,Washington,Field Works,Field Works,DC,PO Box 9897,,200168897,/race_id/982/,AK (Sen.),FALSE,S,VN7C19XAD29,,,,
,S4SD00049,Lowe's Cos.,S,R,SD,/candidate/2014/rounds-marion-michael/S4SD00049/,Consumer Discretionary,/committee/2014/independent-insurance-agents-brokers-of-america-inc/C90015249/,,1062,G2014,,115,2014-10-25,,"Radio ad buy, production, and strategy consulting",C90015249,F57,,,Washington,Prevail Strategies,Prevail Strategies,DC,"400 First Street SE, Second Floor",,20003,/race_id/1062/,SD (Sen.),FALSE,S,F57.4101,,,,
1,H8NY01148,American Tower Corp A,H,R,NY,/candidate/2014/zeldin-lee-michael/H8NY01148/,Real Estate,/committee/2014/nea-advocacy-fund/C00489815/,,816,G2014,,6,2014-10-25,,"Design, printing and postage for mail",C00489815,SE,, ,Washington,Gumbinner Davies and Simpson,Gumbinner Davies and Simpson,DC,2001 S Street Suite 301,,20009,/race/2014/H/NY/01/,NY-01,FALSE,S,B538066,,,,
1,H0AZ01325,American Express Co,H,R,AZ,/candidate/2014/tobin-andrew-m/H0AZ01325/,Financials,/committee/2014/independent-insurance-agents-brokers-of-america-inc/C90015249/,,554,G2014,,50,2014-10-24,,"Direct mail production, postage, and strategy consulting",C90015249,F57,,,Washington,Prevail Strategies,Prevail Strategies,DC,"400 First Street SE, Second Floor",,20003,/race/2014/H/AZ/01/,AZ-01,FALSE,S,F57.4103,,,,
7,,Vertex Pharmaceuticals Inc,H,,CA,,Health Care,/committee/2014/planned-parenthood-advocates-mar-monte/C90007311/,,,G2014,,112,2014-10-24,,Mailer,C90007311,F57,,,Fremont,"Gloria Ritchie Associates, LLC","Gloria Ritchie Associates, LLC",CA,4587 Hilo Street,,94538,/race/2014/H/CA/07/,CA-07,FALSE,S,EDTEALC305,,,,
,S4MI00355,Moody's Corp,S,D,MI,/candidate/2014/peters-gary/S4MI00355/,Financials,/committee/2014/humane-society-legislative-fund/C90009358/,,1025,G2014,,11,2014-10-24,,"Production, printing, and postage for mailer",C90009358,F57,,,Encino,West Coast Public Affairs,West Coast Public Affairs,CA,16060 Ventura Blvd.,,914362761,/race_id/1025/,MI (Sen.),FALSE,S,AADCADFC949C3401599F,,,,
,S4SD00049,Northern Trust Corp.,S,R,SD,/candidate/2014/rounds-marion-michael/S4SD00049/,Financials,/committee/2014/national-rifle-association-institute-for-legislative-action/C90013301/,,1062,G2014,,65,2014-10-24,,Postage for mail piece,C90013301,F57,,,Gaithersburg,"Prolist, Inc.","Prolist, Inc.",MD,8341 Beechcraft Avenue,,20879,/race_id/1062/,SD (Sen.),FALSE,S,F57.5801,,,,
,S2KY00012,"CA, Inc.",S,R,KY,/candidate/2014/mcconnell-mitch/S2KY00012/,Information Technology,/committee/2014/american-college-of-radiology-association-political-action-committee/C00343459/,,1014,G2014,,13,2014-10-24,,Printed advertising for mailing,C00343459,SE,, ,Ponte Vedra Beach,Majority Strategies,Majority Strategies,FL,"135 Professional Drive, Suite 104",,32082,/race_id/1014/,KY (Sen.),FALSE,S,D162387,,,,
0,S4AK00214,Comcast Corp.,S,R,AK,/candidate/2014/sullivan-dan/S4AK00214/,Consumer Discretionary,/committee/2014/gun-owners-of-america-inc/C90011693/,,982,G2014,,65,2014-10-23,,Television ads,C90011693,F57,,,The Woodlands,Thirty Odd Six Marketing_,Thirty Odd Six Marketing_,TX,114 W. Montfair Blvd.,,77382,/race_id/982/,AK (Sen.),FALSE,S,F57.4273,,,,
,S8AK00090,United Health Group Inc.,S,D,AK,/candidate/2014/begich-mark/S8AK00090/,Health Care,/committee/2014/patriot-majority-usa/C90012956/,,982,G2014,,74,2014-10-23,,Telephone Calls for 'Alaska Votes',C90012956,F57,,,Springfield,"Landmark Strategies, Inc.","Landmark Strategies, Inc.",VA,6412 Brandon Ave,# 162,221502513,/race_id/982/,AK (Sen.),FALSE,S,VN7C19XACR0,,,,
,S8AK00090,Amgen Inc,S,D,AK,/candidate/2014/begich-mark/S8AK00090/,Health Care,/committee/2014/patriot-majority-usa/C90012956/,,982,G2014,,22,2014-10-23,,Direct Mail of 'Today Alaska',C90012956,F57,,,San Francisco,Ambrosino Muir Hansen  Crounse,Ambrosino Muir Hansen  Crounse,CA,500 Sansome St,Ste 404,941113218,/race_id/982/,AK (Sen.),FALSE,S,VN7C19XAC51,,,,
,S0NH00219,"Analog Devices, Inc.",S,D,NH,/candidate/2014/shaheen-jeanne/S0NH00219/,Information Technology,/committee/2014/planned-parenthood-action-fund-inc/C90005471/,,1040,G2014,,7,2014-10-23,,Mail: printing and postage,C90005471,F57,,,Seattle,Moxie Media Inc,Moxie Media Inc,WA,2021 Minor Ave East,,99102,/race_id/1040/,NH (Sen.),FALSE,S,57537979,,,,
6,H2MA00014,The Hershey Company,H,R,MA,/candidate/2014/tisei-richard-r/H2MA00014/,Consumer Staples,/committee/2014/us-chamber-of-commerce/C90013145/,,728,G2014,,42,2014-10-23,,"TV advertisement Sensible supporting Richard Tisei, 10/23 - 10/29.",C90013145,F57,,,Alexandria,R Street Films,R Street Films,VA,1626 Belle View Blvd. Suite 7496,,22307,/race/2014/H/MA/06/,MA-06,FALSE,S,57537771,,,,
0,S4CO00395,Equity Residential,S,R,CO,/candidate/2014/gardner-cory/S4CO00395/,Real Estate,/committee/2014/us-chamber-of-commerce/C90013145/,,992,G2014,,100,2014-10-23,,"TV and digital advertisement Dysfunctional Spanish supporting Cory Gardner, 10/23 - 11/4.",C90013145,F57,,,Easley,Something Else Strategies,Something Else Strategies,SC,212 Golden Willow Ct.,,29642,/race_id/992/,CO (Sen.),FALSE,S,57537769,,,,
,S8AK00090,Honeywell Int'l Inc.,S,D,AK,/candidate/2014/begich-mark/S8AK00090/,Industrials,/committee/2014/league-of-conservation-voters-inc/C90005786/,,982,G2014,,56,2014-10-22,,Contribution for IE Radio Communications,C90005786,F57,,,Anchorage,Alaska SalmonPAC,Alaska SalmonPAC,AK,1231 West Northern Lights Blvd,#515,995032337,/race_id/982/,AK (Sen.),FALSE,S,ACBB186CC18AE40BE961,,,,
,S4MI00363,Eaton Corporation,S,R,MI,/candidate/2014/land-terri-lynn/S4MI00363/,Industrials,/committee/2014/right-to-life-of-michigan-political-action-committee/C00101212/,,1025,G2014,,115,2014-10-22,,"Postage, Support Flier",C00101212,SE,, ,Grand Rapids,Western American  Mailers,Western American  Mailers,MI,"5510 - 33rd, SE",,49512,/race_id/1025/,MI (Sen.),FALSE,S,SE.11906,,,,
,S2KY00012,Welltower Inc.,S,R,KY,/candidate/2014/mcconnell-mitch/S2KY00012/,Real Estate,/committee/2014/us-chamber-of-commerce/C90013145/,,1014,G2014,,102,2014-10-22,,"TV and digital Ad Randy Owen Mitch Endorsement supporting Mitch McConnell, 10/24 - 11/4.",C90013145,F57,,,Alexandria,Revolution Agency,Revolution Agency,VA,1020 Princess Street,,22314,/race_id/1014/,KY (Sen.),FALSE,S,57537773,,,,
0,S4IA00087,Ventas Inc,S,D,IA,/candidate/2014/braley-bruce-l/S4IA00087/,Real Estate,/committee/2014/humane-society-legislative-fund/C90009358/,,1004,G2014,,69,2014-10-22,,"Production, printing, and postage for mailer",C90009358,F57,,,Encino,West Coast Public Affairs,West Coast Public Affairs,CA,16060 Ventura Blvd.,,914362761,/race_id/1004/,IA (Sen.),FALSE,S,A791E01FE9B5D4B08BDB,,,,
5,H2CT05131,Citizens Financial Group,H,D,CT,/candidate/2014/esty-elizabeth/H2CT05131/,Financials,/committee/2014/everytown-for-gun-safety-action-fund/C90015025/,,627,G2014,,58,2014-10-22,,Digital ad buy,C90015025,F57,,,Washington,Chong + Koster,Chong + Koster,DC,1244 19th Street NW,,20036,/race/2014/H/CT/05/,CT-05,FALSE,S,F57.4304,,,,
4,H0OR04081,Verisk Analytics,H,R,OR,/candidate/2014/robinson-art/H0OR04081/,Industrials,/committee/2014/ending-spending-action-fund/C00489856/,,867,G2014,,31,2014-10-22,,direct voter contact,C00489856,SE,, ,Molalla,"Safari Communications, LLC","Safari Communications, LLC",OR,P. O. Box 612,,97038,/race/2014/H/OR/04/,OR-04,FALSE,S,SE.5984,,,,
,S8AK00090,Johnson & Johnson,S,D,AK,/candidate/2014/begich-mark/S8AK00090/,Health Care,/committee/2014/working-families-of-alaska/C90012402/,,982,G2014,,81,2014-10-21,,Advertising,C90012402,F57,,,Anchorage,Fine Point,Fine Point,AK,212 E. 6th Avenue,,99501,/race_id/982/,AK (Sen.),FALSE,S,F57.000003,,,,
,S8AK00090,Oracle Corp.,S,D,AK,/candidate/2014/begich-mark/S8AK00090/,Information Technology,/committee/2014/patriot-majority-usa/C90012956/,,982,G2014,,46,2014-10-21,,Digital Advertising of 'Early Vote Min Wage',C90012956,F57,,,Washington,"Revolution Messaging, LLC","Revolution Messaging, LLC",DC,1730 Rhode Island Ave NW,Ste 310,200363101,/race_id/982/,AK (Sen.),FALSE,S,VN7C19X25Q5,,,,
,S8AK00090,Philip Morris International,S,D,AK,/candidate/2014/begich-mark/S8AK00090/,Consumer Staples,/committee/2014/patriot-majority-usa/C90012956/,,982,G2014,,17,2014-10-21,,Digital Advertising of 'Early Vote Jobs',C90012956,F57,,,Washington,"Revolution Messaging, LLC","Revolution Messaging, LLC",DC,1730 Rhode Island Ave NW,Ste 310,200363101,/race_id/982/,AK (Sen.),FALSE,S,VN7C19X25N9,,,,
,S8AK00090,Cisco Systems,S,D,AK,/candidate/2014/begich-mark/S8AK00090/,Information Technology,/committee/2014/patriot-majority-usa/C90012956/,,982,G2014,,65,2014-10-21,,Digital Advertising of 'Early Vote Pebble Mine',C90012956,F57,,,Washington,"Revolution Messaging, LLC","Revolution Messaging, LLC",DC,1730 Rhode Island Ave NW,Ste 310,200363101,/race_id/982/,AK (Sen.),FALSE,S,VN7C19X25M2,,,,
,S8AK00090,International Business Machines,S,D,AK,/candidate/2014/begich-mark/S8AK00090/,Information Technology,/committee/2014/patriot-majority-usa/C90012956/,,982,G2014,,78,2014-10-21,,Digital Advertising of 'Vote for Jobs',C90012956,F57,,,Washington,"Revolution Messaging, LLC","Revolution Messaging, LLC",DC,1730 Rhode Island Ave NW,Ste 310,200363101,/race_id/982/,AK (Sen.),FALSE,S,VN7C19X25G0,,,,
,S8AK00090,Intel Corp.,S,D,AK,/candidate/2014/begich-mark/S8AK00090/,Information Technology,/committee/2014/patriot-majority-usa/C90012956/,,982,G2014,,95,2014-10-21,,Digital Advertising of 'Vote for 12k Jobs',C90012956,F57,,,Washington,"Revolution Messaging, LLC","Revolution Messaging, LLC",DC,1730 Rhode Island Ave NW,Ste 310,200363101,/race_id/982/,AK (Sen.),FALSE,S,VN7C19X25A3,,,,
